,Recency,Frequency,Monetary,R,F,M,RFM_Segment,RFM_Score,RFM_Level,Customer_ID
3836,17,13,161.67000000000002,4,1,1,411,6,NEW,17600.0
3837,238,9,116.01,1,1,1,111,3,LOST,17601.0
3838,1,560,5102.969999999997,4,4,4,444,12,STARS,17602.0
3839,77,11,394.72,2,1,2,212,5,REGULARS,17603.0
3840,216,63,309.36,1,3,2,132,6,LOST,17604.0
3841,32,59,193.42000000000007,3,3,1,331,7,LIGHT,17608.0
3842,40,237,1112.2200000000005,3,4,3,343,10,LOYAL,17609.0
3843,6,576,3984.2199999999993,4,4,4,444,12,STARS,17611.0
3844,52,135,2048.4499999999994,2,4,4,244,10,BIG SPENDER,17612.0
3845,22,312,4559.15,3,4,4,344,11,BIG SPENDER,17613.0
3846,56,100,390.0699999999999,2,4,2,242,8,LOYAL,17614.0
3847,129,14,329.6,2,1,2,212,5,REGULARS,17615.0
3848,173,3,571.2,1,1,2,112,4,LOST,17616.0
3849,5,78,971.5800000000002,4,3,3,433,10,ACTIVE,17618.0
3850,311,77,218.52000000000004,1,3,1,131,5,LOST,17619.0
3851,59,4,81.44,2,1,1,211,4,LIGHT,17620.0
3852,20,26,1379.8999999999999,3,2,3,323,8,REGULARS,17621.0
3853,32,33,527.05,3,2,2,322,7,REGULARS,17623.0
3854,14,50,843.4799999999997,4,3,3,433,10,ACTIVE,17624.0
3855,17,315,2047.0000000000011,4,4,4,444,12,STARS,17625.0
3856,80,5,75.75000000000001,2,1,1,211,4,LIGHT,17628.0
3857,5,123,1814.1200000000008,4,4,4,444,12,STARS,17629.0
3858,169,26,503.59999999999985,1,2,2,122,5,LOST,17630.0
3859,1,39,528.33,4,2,2,422,8,ACTIVE,17631.0
3860,30,70,1324.8399999999997,3,3,3,333,9,REGULARS,17633.0
3861,35,297,2361.9700000000034,3,4,4,344,11,BIG SPENDER,17634.0
3862,18,20,285.56,3,2,1,321,6,LIGHT,17636.0
3863,30,35,547.06,3,2,2,322,7,REGULARS,17637.0
3864,275,7,108.5,1,1,1,111,3,LOST,17639.0
3865,86,5,621.6600000000001,2,1,2,212,5,REGULARS,17640.0
3866,119,40,712.2900000000002,2,3,3,233,8,REGULARS,17642.0
3867,372,8,101.55000000000001,1,1,1,111,3,LOST,17643.0
3868,0,157,2895.6399999999994,4,4,4,444,12,STARS,17644.0
3869,218,51,1008.3899999999999,1,3,3,133,7,LOST,17646.0
3870,64,7,133.06,2,1,1,211,4,LIGHT,17647.0
3871,60,91,1797.5,2,3,4,234,9,BIG SPENDER,17648.0
3872,137,52,868.49,2,3,3,233,8,REGULARS,17649.0
3873,20,8,166.07999999999998,3,1,1,311,5,LIGHT,17650.0
3874,11,232,3945.000000000001,4,4,4,444,12,STARS,17651.0
3875,24,259,4867.7199999999975,3,4,4,344,11,BIG SPENDER,17652.0
3876,36,44,1207.5600000000002,3,3,3,333,9,REGULARS,17653.0
3877,276,22,117.54999999999998,1,2,1,121,4,LOST,17654.0
3878,10,91,2638.9400000000023,4,3,4,434,11,BIG SPENDER,17655.0
3879,72,82,1674.69,2,3,4,234,9,BIG SPENDER,17656.0
3880,25,19,595.42,3,2,2,322,7,REGULARS,17658.0
3881,16,158,2999.460000000001,4,4,4,444,12,STARS,17659.0
3882,140,45,196.0,2,3,1,231,6,LIGHT,17660.0
3883,25,86,1802.9099999999999,3,3,4,334,10,BIG SPENDER,17663.0
3884,18,43,604.64,3,3,2,332,8,REGULARS,17664.0
3885,3,18,728.1599999999999,4,2,3,423,9,ACTIVE,17666.0
3886,65,116,2055.5099999999993,2,4,4,244,10,BIG SPENDER,17667.0
3887,0,15,347.74999999999994,4,1,2,412,7,ACTIVE,17668.0
3888,42,68,3406.7200000000003,3,3,4,334,10,BIG SPENDER,17669.0
3889,227,11,205.7,1,1,1,111,3,LOST,17670.0
3890,15,53,1572.7100000000005,4,3,4,434,11,BIG SPENDER,17671.0
3891,49,110,3178.17,3,4,4,344,11,BIG SPENDER,17672.0
3892,1,227,1629.1200000000017,4,4,4,444,12,STARS,17673.0
3893,73,27,551.0400000000001,2,2,2,222,6,REGULARS,17674.0
3895,3,78,1387.6800000000005,4,3,3,433,10,ACTIVE,17676.0
3897,263,16,298.10999999999996,1,1,1,111,3,LOST,17678.0
3898,52,30,1992.1100000000006,2,2,4,224,8,BIG SPENDER,17679.0
3899,23,11,184.39999999999998,3,1,1,311,5,LIGHT,17680.0
3900,9,118,2474.3300000000004,4,4,4,444,12,STARS,17682.0
3901,43,15,239.41,3,1,1,311,5,LIGHT,17684.0
3902,16,130,3191.5299999999993,4,4,4,444,12,STARS,17685.0
3903,6,286,5739.460000000007,4,4,4,444,12,STARS,17686.0
3904,29,256,4757.950000000001,3,4,4,344,11,BIG SPENDER,17690.0
3905,357,19,290.40000000000003,1,2,1,121,4,LOST,17691.0
3906,126,46,740.9399999999999,2,3,3,233,8,REGULARS,17692.0
3907,136,16,200.47,2,1,1,211,4,LIGHT,17693.0
3908,141,15,283.12000000000006,2,1,1,211,4,LIGHT,17694.0
3909,131,35,765.34,2,2,3,223,7,REGULARS,17695.0
3910,37,115,2285.7100000000014,3,4,4,344,11,BIG SPENDER,17696.0
3911,235,19,338.95000000000005,1,2,2,122,5,LOST,17697.0
3912,260,8,154.95000000000002,1,1,1,111,3,LOST,17698.0
3913,16,142,2534.64,4,4,4,444,12,STARS,17700.0
3914,252,24,417.95000000000005,1,2,2,122,5,LOST,17701.0
3915,29,74,1824.3700000000001,3,3,4,334,10,BIG SPENDER,17702.0
3916,34,55,798.7399999999999,3,3,3,333,9,REGULARS,17703.0
3917,168,31,885.1899999999998,1,2,3,123,6,LOST,17704.0
3918,2,103,1823.5199999999993,4,4,4,444,12,STARS,17705.0
3919,3,382,10504.489999999994,4,4,4,444,12,STARS,17706.0
3920,184,5,152.39999999999998,1,1,1,111,3,LOST,17707.0
3921,187,35,267.08000000000004,1,2,1,121,4,LOST,17708.0
3922,169,7,137.45,1,1,1,111,3,LOST,17709.0
3923,10,23,385.1,4,2,2,422,8,ACTIVE,17711.0
3924,44,29,522.91,3,2,2,322,7,REGULARS,17712.0
3925,320,10,153.0,1,1,1,111,3,LOST,17714.0
3926,200,1,326.4,1,1,2,112,4,LOST,17715.0
3927,22,245,5655.990000000002,3,4,4,344,11,BIG SPENDER,17716.0
3928,231,6,139.35,1,1,1,111,3,LOST,17718.0
3929,37,274,5396.040000000004,3,4,4,344,11,BIG SPENDER,17719.0
3930,25,50,1195.94,3,3,3,333,9,REGULARS,17720.0
3931,95,115,2424.039999999999,2,4,4,244,10,BIG SPENDER,17722.0
3932,126,10,3276.4,2,1,4,214,7,BIG SPENDER,17723.0
3933,70,40,1033.0000000000002,2,3,3,233,8,REGULARS,17724.0
3934,15,192,3439.0800000000004,4,4,4,444,12,STARS,17725.0
3935,14,66,1060.25,4,3,3,433,10,ACTIVE,17727.0
3936,3,165,2876.010000000001,4,4,4,444,12,STARS,17728.0
3937,2,218,5298.479999999997,4,4,4,444,12,STARS,17730.0
3938,78,67,1240.11,2,3,3,233,8,REGULARS,17731.0
3939,372,18,303.97,1,2,1,121,4,LOST,17732.0
3940,38,35,692.1899999999998,3,2,3,323,8,REGULARS,17733.0
3941,53,43,700.63,2,3,3,233,8,REGULARS,17734.0
3942,1,690,13110.019999999991,4,4,4,444,12,STARS,17735.0
3943,8,25,377.4399999999999,4,2,2,422,8,ACTIVE,17736.0
3944,8,10,168.24,4,1,1,411,6,NEW,17737.0
3945,18,97,1879.0500000000002,3,4,4,344,11,BIG SPENDER,17738.0
3946,11,47,2791.3500000000004,4,3,4,434,11,BIG SPENDER,17739.0
3947,112,15,355.11,2,1,2,212,5,REGULARS,17742.0
3948,3,136,2322.3999999999996,4,4,4,444,12,STARS,17744.0
3949,239,6,110.25000000000001,1,1,1,111,3,LOST,17746.0
3950,112,1,71.4,2,1,1,211,4,LIGHT,17747.0
3951,177,35,674.5199999999999,1,2,3,123,6,LOST,17749.0
3952,4,193,1797.5699999999997,4,4,4,444,12,STARS,17750.0
3953,358,1,80.64,1,1,1,111,3,LOST,17752.0
3954,0,92,1772.259999999999,4,3,4,434,11,BIG SPENDER,17754.0
3956,18,412,3456.7000000000025,3,4,4,344,11,BIG SPENDER,17758.0
3957,16,95,834.9899999999998,4,3,3,433,10,ACTIVE,17759.0
3958,21,25,287.59,3,2,1,321,6,LIGHT,17760.0
3959,32,19,712.78,3,2,3,323,8,REGULARS,17761.0
3960,262,1,15.0,1,1,1,111,3,LOST,17763.0
3961,50,75,818.8200000000002,3,3,3,333,9,REGULARS,17764.0
3962,158,57,371.87999999999994,1,3,2,132,6,LOST,17765.0
3963,14,21,271.20000000000005,4,2,1,421,7,ACTIVE,17767.0
3964,7,105,2273.1800000000003,4,4,4,444,12,STARS,17768.0
3965,12,310,3997.979999999999,4,4,4,444,12,STARS,17769.0
3966,198,38,1143.2699999999995,1,2,3,123,6,LOST,17770.0
3967,56,54,245.81,2,3,1,231,6,LIGHT,17771.0
3968,10,53,182.76999999999998,4,3,1,431,8,ACTIVE,17772.0
3969,96,156,1225.4100000000003,2,4,3,243,9,LOYAL,17774.0
3970,254,3,56.4,1,1,1,111,3,LOST,17775.0
3971,24,194,665.86,3,4,3,343,10,LOYAL,17777.0
3972,20,82,658.5699999999999,3,3,3,333,9,REGULARS,17779.0
3973,158,12,188.01999999999998,1,1,1,111,3,LOST,17781.0
3974,71,67,283.4699999999997,2,3,1,231,6,LIGHT,17783.0
3975,52,13,131.94000000000003,2,1,1,211,4,LIGHT,17785.0
3976,84,72,278.74,2,3,1,231,6,LIGHT,17786.0
3977,152,134,1865.1899999999994,1,4,4,144,9,BIG SPENDER,17787.0
3978,73,5,1117.9,2,1,3,213,6,REGULARS,17788.0
3979,280,14,225.9,1,1,1,111,3,LOST,17789.0
3980,26,190,1965.5500000000013,3,4,4,344,11,BIG SPENDER,17790.0
3981,29,10,106.1,3,1,1,311,5,LIGHT,17791.0
3982,24,58,323.03999999999996,3,3,2,332,8,REGULARS,17793.0
3983,179,46,350.3899999999999,1,3,2,132,6,LOST,17795.0
3984,39,82,697.9000000000002,3,3,3,333,9,REGULARS,17796.0
3985,21,111,780.4300000000003,3,4,3,343,10,LOYAL,17797.0
3986,21,408,3055.9299999999967,3,4,4,344,11,BIG SPENDER,17799.0
3987,36,104,1199.01,3,4,3,343,10,LOYAL,17800.0
3988,81,140,1285.0399999999997,2,4,3,243,9,LOYAL,17802.0
3989,73,10,512.31,2,1,2,212,5,REGULARS,17805.0
3990,10,43,546.0399999999998,4,3,2,432,9,ACTIVE,17806.0
3991,15,61,5411.910000000001,4,3,4,434,11,BIG SPENDER,17809.0
3993,12,141,732.1600000000001,4,4,3,443,11,LOYAL,17812.0
3994,13,371,1770.8800000000026,4,4,4,444,12,STARS,17813.0
3995,36,17,36.55999999999999,3,2,1,321,6,LIGHT,17816.0
3996,3,33,387.6799999999999,4,2,2,422,8,ACTIVE,17817.0
3997,71,48,3704.869999999999,2,3,4,234,9,BIG SPENDER,17819.0
3998,50,13,298.4,3,1,1,311,5,LIGHT,17824.0
3999,4,220,1995.460000000001,4,4,4,444,12,STARS,17827.0
4000,22,67,1820.0900000000006,3,3,4,334,10,BIG SPENDER,17828.0
4001,298,30,889.24,1,2,3,123,6,LOST,17829.0
4002,1,23,398.7,4,2,2,422,8,ACTIVE,17830.0
4003,32,2,35.400000000000006,3,1,1,311,5,LIGHT,17831.0
4004,49,61,155.3700000000001,3,3,1,331,7,LIGHT,17832.0
4005,2,61,350.63999999999993,4,3,2,432,9,ACTIVE,17835.0
4006,46,24,110.21,3,2,1,321,6,LIGHT,17836.0
4007,41,169,1593.3800000000008,3,4,4,344,11,BIG SPENDER,17837.0
4008,26,121,2779.2999999999997,3,4,4,344,11,BIG SPENDER,17838.0
4009,41,56,338.80000000000007,3,3,2,332,8,REGULARS,17839.0
4011,302,37,205.48000000000002,1,2,1,121,4,LOST,17843.0
4012,106,5,51.56,2,1,1,211,4,LIGHT,17844.0
4013,84,1,2033.1,2,1,4,214,7,BIG SPENDER,17846.0
4014,80,51,901.2000000000003,2,3,3,233,8,REGULARS,17848.0
4015,217,26,605.8,1,2,2,122,5,LOST,17849.0
4016,371,297,5391.210000000009,1,4,4,144,9,BIG SPENDER,17850.0
4017,11,24,114.34,4,2,1,421,7,ACTIVE,17852.0
4018,184,15,311.26,1,1,2,112,4,LOST,17854.0
4019,372,17,208.96999999999997,1,2,1,121,4,LOST,17855.0
4020,1,15,1418.0300000000002,4,1,3,413,8,ACTIVE,17856.0
4022,5,199,5155.659999999998,4,4,4,444,12,STARS,17858.0
4023,304,25,148.21,1,2,1,121,4,LOST,17859.0
4024,368,58,252.79999999999998,1,3,1,131,5,LOST,17860.0
4025,2,222,2100.8,4,4,4,444,12,STARS,17861.0
4026,323,11,330.9,1,1,2,112,4,LOST,17862.0
4027,58,148,3159.9999999999995,2,4,4,244,10,BIG SPENDER,17863.0
4028,12,102,597.5000000000002,4,4,2,442,10,LOYAL,17864.0
4029,30,370,10526.319999999998,3,4,4,344,11,BIG SPENDER,17865.0
4030,142,9,329.65,2,1,2,212,5,REGULARS,17866.0
4031,29,79,1197.1000000000004,3,3,3,333,9,REGULARS,17867.0
4032,106,40,428.1799999999999,2,3,2,232,7,REGULARS,17869.0
4033,1,279,1894.3500000000017,4,4,4,444,12,STARS,17870.0
4034,204,10,155.89999999999998,1,1,1,111,3,LOST,17871.0
4035,79,44,1859.1600000000005,2,3,4,234,9,BIG SPENDER,17873.0
4036,184,46,683.4600000000003,1,3,3,133,7,LOST,17874.0
4037,169,12,237.61,1,1,1,111,3,LOST,17877.0
4038,43,26,379.45000000000005,3,2,2,322,7,REGULARS,17878.0
4039,173,6,178.51999999999998,1,1,1,111,3,LOST,17879.0
4040,364,26,458.91999999999985,1,2,2,122,5,LOST,17880.0
4041,303,8,133.35000000000002,1,1,1,111,3,LOST,17881.0
4042,2,145,671.7699999999994,4,4,3,443,11,LOYAL,17883.0
4043,3,117,717.4499999999994,4,4,3,443,11,LOYAL,17884.0
4044,11,64,190.18999999999997,4,3,1,431,8,ACTIVE,17885.0
4045,31,109,899.6099999999999,3,4,3,343,10,LOYAL,17886.0
4046,128,10,111.35,2,1,1,211,4,LIGHT,17887.0
4047,20,67,726.0500000000001,3,3,3,333,9,REGULARS,17888.0
4048,211,21,203.87,1,2,1,121,4,LOST,17889.0
4049,322,94,602.0900000000005,1,3,2,132,6,LOST,17890.0
4050,161,34,203.85999999999993,1,2,1,121,4,LOST,17891.0
4051,55,28,244.10000000000002,2,2,1,221,5,LIGHT,17892.0
4052,224,16,112.25000000000004,1,1,1,111,3,LOST,17893.0
4053,71,193,1119.8100000000004,2,4,3,243,9,LOYAL,17894.0
4054,43,16,97.99999999999997,3,1,1,311,5,LIGHT,17895.0
4055,22,2,256.32,3,1,1,311,5,LIGHT,17896.0
4056,172,114,566.5999999999999,1,4,2,142,7,LOYAL,17897.0
4057,84,28,152.06,2,2,1,221,5,LIGHT,17898.0
4058,158,32,155.79999999999998,1,2,1,121,4,LOST,17899.0
4059,189,6,112.19999999999999,1,1,1,111,3,LOST,17900.0
4060,28,19,110.38000000000001,3,2,1,321,6,LIGHT,17901.0
4061,20,38,191.66999999999993,3,2,1,321,6,LIGHT,17904.0
4062,70,34,800.24,2,2,3,223,7,REGULARS,17905.0
4063,246,12,72.9,1,1,1,111,3,LOST,17906.0
4064,373,58,243.2799999999999,1,3,1,131,5,LOST,17908.0
4065,8,39,366.23,4,2,2,422,8,ACTIVE,17911.0
4066,309,38,311.01000000000005,1,2,2,122,5,LOST,17912.0
4067,58,59,411.6,2,3,2,232,7,REGULARS,17913.0
4068,3,80,336.4299999999999,4,3,2,432,9,ACTIVE,17914.0
4069,44,94,341.2799999999999,3,3,2,332,8,REGULARS,17917.0
4070,87,23,1304.04,2,2,3,223,7,REGULARS,17919.0
4071,3,696,4204.0999999999885,4,4,4,444,12,STARS,17920.0
4072,63,145,826.5200000000003,2,4,3,243,9,LOYAL,17921.0
4073,281,1,207.50000000000003,1,1,1,111,3,LOST,17923.0
4074,11,31,2962.5000000000005,4,2,4,424,10,BIG SPENDER,17924.0
4075,372,1,244.08,1,1,1,111,3,LOST,17925.0
4076,132,21,397.29,2,2,2,222,6,REGULARS,17926.0
4077,44,23,212.54000000000005,3,2,1,321,6,LIGHT,17928.0
4078,10,5,843.0,4,1,3,413,8,ACTIVE,17929.0
4079,35,39,1740.4799999999998,3,2,4,324,9,BIG SPENDER,17930.0
4080,133,65,408.36,2,3,2,232,7,REGULARS,17931.0
4081,28,90,1331.5699999999997,3,3,3,333,9,REGULARS,17932.0
4082,51,21,704.25,2,2,3,223,7,REGULARS,17934.0
4083,137,29,145.79,2,2,1,221,5,LIGHT,17935.0
4084,4,77,389.8399999999999,4,3,2,432,9,ACTIVE,17936.0
4085,8,43,4301.22,4,3,4,434,11,BIG SPENDER,17937.0
4086,159,12,99.14000000000003,1,1,1,111,3,LOST,17939.0
4087,48,19,4106.4400000000005,3,2,4,324,9,BIG SPENDER,17940.0
4088,130,2,304.56,2,1,2,212,5,REGULARS,17941.0
4089,7,2,77.50000000000001,4,1,1,411,6,NEW,17942.0
4090,232,20,149.58,1,2,1,121,4,LOST,17946.0
4091,36,9,176.68,3,1,1,311,5,LIGHT,17947.0
4092,146,1,358.56000000000006,1,1,2,112,4,LOST,17948.0
4094,71,71,482.2,2,3,2,232,7,REGULARS,17950.0
4095,39,20,1008.5400000000003,3,2,3,323,8,REGULARS,17951.0
4096,4,485,2332.7200000000007,4,4,4,444,12,STARS,17954.0
4097,198,19,557.3,1,2,2,122,5,LOST,17955.0
4098,248,1,12.75,1,1,1,111,3,LOST,17956.0
4099,65,31,111.67999999999998,2,2,1,221,5,LIGHT,17957.0
4100,116,7,508.4599999999999,2,1,2,212,5,REGULARS,17958.0
4101,170,26,73.78,1,2,1,121,4,LOST,17960.0
4102,20,249,1296.4400000000012,3,4,3,343,10,LOYAL,17961.0
4103,141,35,102.82999999999998,2,2,1,221,5,LIGHT,17962.0
4104,31,104,471.6999999999999,3,4,2,342,9,LOYAL,17964.0
4105,37,329,2622.569999999998,3,4,4,344,11,BIG SPENDER,17965.0
4106,37,68,1098.43,3,3,3,333,9,REGULARS,17966.0
4107,371,48,123.07000000000002,1,3,1,131,5,LOST,17967.0
4108,373,85,277.34999999999997,1,3,1,131,5,LOST,17968.0
4109,165,14,228.2,1,1,1,111,3,LOST,17969.0
4110,210,31,582.5899999999999,1,2,2,122,5,LOST,17970.0
4111,241,31,136.04,1,2,1,121,4,LOST,17972.0
4112,51,15,337.04,2,1,2,212,5,REGULARS,17973.0
4113,24,179,740.7899999999995,3,4,3,343,10,LOYAL,17974.0
4114,14,296,4488.810000000001,4,4,4,444,12,STARS,17975.0
4115,371,65,353.18999999999994,1,3,2,132,6,LOST,17976.0
4116,28,21,288.14,3,2,1,321,6,LIGHT,17977.0
4117,364,12,300.91999999999996,1,1,1,111,3,LOST,17978.0
4118,35,146,757.71,3,4,3,343,10,LOYAL,17979.0
4119,165,30,811.4499999999999,1,2,3,123,6,LOST,17980.0
4120,144,48,152.68000000000006,1,3,1,131,5,LOST,17984.0
4121,21,23,634.9499999999999,3,2,2,322,7,REGULARS,17985.0
4122,55,1,20.8,2,1,1,211,4,LIGHT,17986.0
4123,184,13,198.57,1,1,1,111,3,LOST,17987.0
4124,11,38,201.11999999999998,4,2,1,421,7,ACTIVE,17988.0
4125,236,29,630.84,1,2,2,122,5,LOST,17990.0
4126,224,5,93.35,1,1,1,111,3,LOST,17991.0
4127,121,81,678.4900000000001,2,3,3,233,8,REGULARS,17994.0
4128,281,2,76.1,1,1,1,111,3,LOST,17995.0
4129,73,166,1970.6700000000023,2,4,4,244,10,BIG SPENDER,17997.0
4130,36,93,382.05999999999995,3,3,2,332,8,REGULARS,17999.0
4131,11,58,417.23,4,3,2,432,9,ACTIVE,18001.0
4132,361,40,169.46999999999997,1,3,1,131,5,LOST,18004.0
4133,3,60,249.71999999999989,4,3,1,431,8,ACTIVE,18005.0
4134,22,22,444.68,3,2,2,322,7,REGULARS,18006.0
4135,69,30,2116.19,2,2,4,224,8,BIG SPENDER,18008.0
4136,234,32,257.34000000000003,1,2,1,121,4,LOST,18009.0
4137,256,14,174.79999999999998,1,1,1,111,3,LOST,18010.0
4138,372,28,102.79,1,2,1,121,4,LOST,18011.0
4139,154,31,187.29000000000005,1,2,1,121,4,LOST,18013.0
4140,27,32,166.42000000000002,3,2,1,321,6,LIGHT,18014.0
4141,3,46,120.03,4,3,1,431,8,ACTIVE,18015.0
4142,31,123,1483.56,3,4,3,343,10,LOYAL,18016.0
4143,80,3,523.0,2,1,2,212,5,REGULARS,18017.0
4144,107,29,122.13999999999996,2,2,1,221,5,LIGHT,18018.0
4145,51,5,38.45,2,1,1,211,4,LIGHT,18019.0
4146,35,191,668.1100000000002,3,4,3,343,10,LOYAL,18022.0
4147,152,21,389.78000000000003,1,2,2,122,5,LOST,18024.0
4148,98,21,115.30999999999999,2,2,1,221,5,LIGHT,18027.0
4149,3,9,230.64999999999995,4,1,1,411,6,NEW,18030.0
4150,333,5,73.5,1,1,1,111,3,LOST,18032.0
4151,64,34,97.97000000000004,2,2,1,221,5,LIGHT,18033.0
4152,21,112,422.8800000000001,3,4,2,342,9,LOYAL,18034.0
4153,35,53,730.4000000000001,3,3,3,333,9,REGULARS,18035.0
4154,31,96,405.6199999999999,3,4,2,342,9,LOYAL,18036.0
4155,153,19,70.02,1,2,1,121,4,LOST,18037.0
4156,18,19,357.20000000000005,3,2,2,322,7,REGULARS,18040.0
4157,11,472,4183.389999999995,4,4,4,444,12,STARS,18041.0
4158,53,7,165.04999999999998,2,1,1,211,4,LIGHT,18042.0
4159,24,121,559.5099999999996,3,4,2,342,9,LOYAL,18043.0
4160,3,127,2088.599999999999,4,4,4,444,12,STARS,18044.0
4161,44,47,189.39999999999995,3,3,1,331,7,LIGHT,18045.0
4162,202,7,172.29000000000002,1,1,1,111,3,LOST,18048.0
4163,358,5,74.4,1,1,1,111,3,LOST,18050.0
4164,70,20,300.02000000000004,2,2,1,221,5,LIGHT,18053.0
4165,6,360,6784.1900000000005,4,4,4,444,12,STARS,18055.0
4166,287,19,363.65,1,2,2,122,5,LOST,18056.0
4167,9,3,170.16,4,1,1,411,6,NEW,18058.0
4168,22,18,306.46,3,2,2,322,7,REGULARS,18059.0
4169,21,46,2119.4099999999994,3,3,4,334,10,BIG SPENDER,18061.0
4170,172,27,720.5200000000001,1,2,3,123,6,LOST,18062.0
4171,132,7,814.0,2,1,3,213,6,REGULARS,18064.0
4172,5,137,2392.830000000001,4,4,4,444,12,STARS,18065.0
4173,74,10,318.0,2,1,2,212,5,REGULARS,18066.0
4174,39,37,396.3300000000001,3,2,2,322,7,REGULARS,18067.0
4175,288,1,101.69999999999999,1,1,1,111,3,LOST,18068.0
4176,25,470,2036.6700000000003,3,4,4,344,11,BIG SPENDER,18069.0
4177,257,25,453.0,1,2,2,122,5,LOST,18071.0
4178,185,18,247.44,1,2,1,121,4,LOST,18072.0
4179,113,73,3877.520000000002,2,3,4,234,9,BIG SPENDER,18073.0
4180,373,13,489.6,1,1,2,112,4,LOST,18074.0
4181,22,142,2611.750000000001,3,4,4,344,11,BIG SPENDER,18075.0
4182,7,227,2633.009999999999,4,4,4,444,12,STARS,18077.0
4183,216,29,336.13,1,2,2,122,5,LOST,18078.0
4184,44,127,3651.969999999997,3,4,4,344,11,BIG SPENDER,18079.0
4185,18,2,1231.5,3,1,3,313,7,REGULARS,18080.0
4186,35,17,343.45,3,2,2,322,7,REGULARS,18081.0
4187,25,73,703.3699999999997,3,3,3,333,9,REGULARS,18082.0
4188,15,1,90.47999999999999,4,1,1,411,6,NEW,18084.0
4189,329,29,689.95,1,2,3,123,6,LOST,18085.0
4190,273,7,101.33999999999999,1,1,1,111,3,LOST,18086.0
4191,97,2,4055.7199999999993,2,1,4,214,7,BIG SPENDER,18087.0
4192,60,39,167.66999999999996,2,2,1,221,5,LIGHT,18088.0
4193,1,89,9068.260000000002,4,3,4,434,11,BIG SPENDER,18092.0
4194,92,36,2106.52,2,2,4,224,8,BIG SPENDER,18093.0
4195,81,70,3017.2999999999993,2,3,4,234,9,BIG SPENDER,18094.0
4196,312,21,580.05,1,2,2,122,5,LOST,18095.0
4197,11,213,911.1500000000001,4,4,3,443,11,LOYAL,18096.0
4198,7,108,2697.7999999999997,4,4,4,444,12,STARS,18097.0
4199,126,19,168.31000000000003,2,2,1,221,5,LIGHT,18099.0
4200,10,41,223.65,4,3,1,431,8,ACTIVE,18101.0
4202,36,38,754.6400000000002,3,2,3,323,8,REGULARS,18104.0
4203,37,18,113.48000000000002,3,2,1,321,6,LIGHT,18105.0
4204,329,39,430.6999999999999,1,2,2,122,5,LOST,18106.0
4205,253,17,271.0,1,2,1,121,4,LOST,18108.0
4206,1,444,8052.969999999997,4,4,4,444,12,STARS,18109.0
4207,19,46,236.3,3,3,1,331,7,LIGHT,18110.0
4208,11,26,352.69,4,2,2,422,8,ACTIVE,18112.0
4209,368,1,76.32000000000001,1,1,1,111,3,LOST,18113.0
4210,289,28,220.1,1,2,1,121,4,LOST,18114.0
4211,67,378,1418.0300000000013,2,4,3,243,9,LOYAL,18116.0
4212,25,74,320.71999999999997,3,3,2,332,8,REGULARS,18117.0
4214,367,30,181.11999999999998,1,2,1,121,4,LOST,18119.0
4215,213,17,111.14999999999999,1,2,1,121,4,LOST,18120.0
4216,148,32,673.1000000000001,1,2,3,123,6,LOST,18121.0
4217,7,364,1826.2100000000016,4,4,4,444,12,STARS,18122.0
4218,23,36,589.4399999999999,3,2,2,322,7,REGULARS,18123.0
4219,29,196,1142.989999999999,3,4,3,343,10,LOYAL,18125.0
4220,60,56,206.83000000000007,2,3,1,231,6,LIGHT,18126.0
4221,18,47,348.7299999999999,3,3,2,332,8,REGULARS,18127.0
4222,242,14,112.55,1,1,1,111,3,LOST,18129.0
4223,14,70,1059.3900000000003,4,3,3,433,10,ACTIVE,18130.0
4224,211,1,931.4999999999999,1,1,3,113,5,LOST,18133.0
4225,28,20,681.9100000000001,3,2,3,323,8,REGULARS,18135.0
4226,62,38,784.3299999999998,2,2,3,223,7,REGULARS,18136.0
4227,294,8,152.65,1,1,1,111,3,LOST,18138.0
4228,17,159,8438.339999999997,4,4,4,444,12,STARS,18139.0
4229,156,15,1019.52,1,1,3,113,5,LOST,18142.0
4230,116,61,1000.1599999999997,2,3,3,233,8,REGULARS,18143.0
4231,7,43,2888.750000000001,4,3,4,434,11,BIG SPENDER,18144.0
4232,12,221,2861.5500000000006,4,4,4,444,12,STARS,18145.0
4233,140,10,160.35,2,1,1,211,4,LIGHT,18146.0
4234,45,7,179.33999999999997,3,1,1,311,5,LIGHT,18147.0
4235,50,16,612.08,3,1,2,312,6,REGULARS,18149.0
4236,31,37,566.5800000000002,3,2,2,322,7,REGULARS,18150.0
4237,134,38,653.3499999999999,2,2,2,222,6,REGULARS,18151.0
4238,2,21,399.18999999999994,4,2,2,422,8,ACTIVE,18154.0
4239,74,25,371.62000000000006,2,2,2,222,6,REGULARS,18155.0
4240,12,140,734.94,4,4,3,443,11,LOYAL,18156.0
4241,8,34,453.4000000000001,4,2,2,422,8,ACTIVE,18158.0
4242,300,23,530.1500000000002,1,2,2,122,5,LOST,18159.0
4243,56,39,638.0600000000002,2,2,2,222,6,REGULARS,18160.0
4244,14,80,1618.6899999999998,4,3,4,434,11,BIG SPENDER,18161.0
4245,36,24,399.65000000000003,3,2,2,322,7,REGULARS,18164.0
4246,176,10,302.46000000000004,1,1,1,111,3,LOST,18165.0
4247,22,37,1384.86,3,2,3,323,8,REGULARS,18167.0
